"http://www.washingtontimes.com/news/2013/aug/7/overexposure-obama-costly-talk-show-fixture/",-1,"52ae289e00323226c5f125c0","09f5efe745eb4e5691a8d6364e8c5ed8"
"http://www.washingtontimes.com/news/2013/aug/7/overexposure-obama-costly-talk-show-fixture/",-1,"52adf80800323226c4f15c8a","09f5efe745eb4e5691a8d6364e8c5ed8"
"http://www.washingtontimes.com/news/2013/aug/7/overexposure-obama-costly-talk-show-fixture/",-1,"52ae3c1000323226c64467a2","09f5efe745eb4e5691a8d6364e8c5ed8"
"http://www.washingtontimes.com/news/2013/aug/7/overexposure-obama-costly-talk-show-fixture/",-1,"52ae190100323226c5a4f1d1","09f5efe745eb4e5691a8d6364e8c5ed8"
"http://www.washingtontimes.com/news/2013/aug/7/overexposure-obama-costly-talk-show-fixture/",-1,"52ae410700323226c65efe24","09f5efe745eb4e5691a8d6364e8c5ed8"
"http://www.washingtontimes.com/news/2013/aug/7/overexposure-obama-costly-talk-show-fixture/",-1,"52ade2bd00323226c480b145","09f5efe745eb4e5691a8d6364e8c5ed8"
"http://www.washingtontimes.com/news/2013/aug/7/overexposure-obama-costly-talk-show-fixture/",-1,"52ae204c00323226c5cc8132","09f5efe745eb4e5691a8d6364e8c5ed8"
"http://www.washingtontimes.com/news/2013/aug/7/overexposure-obama-costly-talk-show-fixture/",-1,"52ae1a8300323226c5ad8f2e","09f5efe745eb4e5691a8d6364e8c5ed8"
"http://www.washingtontimes.com/news/2013/aug/7/overexposure-obama-costly-talk-show-fixture/",-1,"52adfde400323226c5121dbb","09f5efe745eb4e5691a8d6364e8c5ed8"
"http://www.washingtontimes.com/news/2013/aug/7/overexposure-obama-costly-talk-show-fixture/",-1,"52ae26b600323226c5e820c0","09f5efe745eb4e5691a8d6364e8c5ed8"
"http://www.washingtontimes.com/news/2013/aug/7/overexposure-obama-costly-talk-show-fixture/",-1,"52adbe8800323226c3dd9567","09f5efe745eb4e5691a8d6364e8c5ed8"
"http://www.washingtontimes.com/news/2013/aug/7/overexposure-obama-costly-talk-show-fixture/",1,"52adbf4100323226c3e18cc5","09f5efe745eb4e5691a8d6364e8c5ed8"
"http://www.washingtontimes.com/news/2013/aug/7/overexposure-obama-costly-talk-show-fixture/",-1,"52adbb8b00323226c3ceda69","09f5efe745eb4e5691a8d6364e8c5ed8"
"http://www.washingtontimes.com/news/2013/aug/7/overexposure-obama-costly-talk-show-fixture/",-1,"52ae26bc00323226c5e841bb","09f5efe745eb4e5691a8d6364e8c5ed8"
"http://www.washingtontimes.com/news/2013/aug/7/overexposure-obama-costly-talk-show-fixture/",-1,"52adf71400323226c4ec5dee","09f5efe745eb4e5691a8d6364e8c5ed8"
"http://www.washingtontimes.com/news/2013/aug/7/overexposure-obama-costly-talk-show-fixture/",-1,"52ade8dd00323226c4a03389","09f5efe745eb4e5691a8d6364e8c5ed8"
"http://www.washingtontimes.com/news/2013/aug/7/overexposure-obama-costly-talk-show-fixture/",-1,"52ae001e00323226c51dde21","09f5efe745eb4e5691a8d6364e8c5ed8"
